,Name,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes
524,Paul Junge,https://ballotpedia.org/Paul_Junge,Michigan,8,https://www.twitter.com/VotePaulJunge,,,Republican Party,FALSE,0.473
525,Joe Hartman,https://ballotpedia.org/Joe_Hartman,Michigan,8,https://www.twitter.com/realJoeHartman,,,Libertarian Party,FALSE,0.018000000000000000
526,Andy Levin,https://ballotpedia.org/Andy_Levin,Michigan,9,https://www.twitter.com/Andy_Levin,https://www.twitter.com/repandylevin,,Democratic Party,TRUE,0.5770000000000000
527,Charles Langworthy,https://ballotpedia.org/Charles_Langworthy,Michigan,9,https://www.twitter.com/LangworthyUS9th,,,Republican Party,FALSE,0.384
528,Mike Saliba,https://ballotpedia.org/Mike_Saliba,Michigan,9,,,,Libertarian Party,FALSE,0.016
529,Andrea Kirby,https://ballotpedia.org/Andrea_Kirby,Michigan,9,,,,Working Class Party,FALSE,0.022000000000000000
530,Douglas Troszak,https://ballotpedia.org/Douglas_Troszak,Michigan,9,,,,Independent,FALSE,0.0
531,Kimberly Bizon,https://ballotpedia.org/Kimberly_Bizon,Michigan,10,https://www.twitter.com/electbizon2020,,,Democratic Party,FALSE,0.337
532,Lisa McClain,https://ballotpedia.org/Lisa_McClain,Michigan,10,https://www.twitter.com/LisaForCongress,https://www.twitter.com/RepLisaMcClain,,Republican Party,FALSE,0.6630000000000000
533,Haley Stevens,https://ballotpedia.org/Haley_Stevens,Michigan,11,https://www.twitter.com/haleylive,https://www.twitter.com/RepHaleyStevens,,Democratic Party,TRUE,0.502
534,Eric Esshaki,https://ballotpedia.org/Eric_Esshaki,Michigan,11,https://www.twitter.com/EsshakiCongress,,,Republican Party,FALSE,0.478
535,Leonard Schwartz,https://ballotpedia.org/Leonard_Schwartz,Michigan,11,,,,Libertarian Party,FALSE,0.02
536,Frank Acosta,https://ballotpedia.org/Frank_Acosta,Michigan,11,https://www.twitter.com/FrankAcosta2020,,,Republican Party,FALSE,0.0
537,Debbie Dingell,https://ballotpedia.org/Debbie_Dingell,Michigan,12,https://www.twitter.com/debdingell,https://www.twitter.com/RepDebDingell,,Democratic Party,TRUE,0.664
538,Jeff Jones,"https://ballotpedia.org/Jeff_Jones_(U.S._House_candidate,_Michigan)",Michigan,12,,,,Republican Party,FALSE,0.307
539,Gary Walkowicz,https://ballotpedia.org/Gary_Walkowicz,Michigan,12,,,,Working Class Party,FALSE,0.029000000000000000
540,Rashida Tlaib,https://ballotpedia.org/Rashida_Tlaib,Michigan,13,https://www.twitter.com/RashidaTlaib,https://www.twitter.com/RepRashida,,Democratic Party,TRUE,0.7810000000000000
541,David Dudenhoefer,https://ballotpedia.org/David_Dudenhoefer,Michigan,13,https://www.twitter.com/Dude4Liberty,,,Republican Party,FALSE,0.18600000000000000
542,D. Etta Wilcoxon,https://ballotpedia.org/D._Etta_Wilcoxon,Michigan,13,,,,Green Party,FALSE,0.007000000000000000
543,Articia Bomer,https://ballotpedia.org/Articia_Bomer,Michigan,13,,,https://www.twitter.com/ArticiaBomer,U.S. Taxpayers Party of Michigan,FALSE,0.007000000000000000
544,Sam Johnson,https://ballotpedia.org/Sam_Johnson_(Michigan),Michigan,13,,,,Working Class Party,FALSE,0.018000000000000000
545,Donald Eason,https://ballotpedia.org/Donald_Eason,Michigan,13,,,,Independent,FALSE,0.0
546,Brenda Lawrence,https://ballotpedia.org/Brenda_Lawrence_(Michigan),Michigan,14,https://www.twitter.com/BrendaLLawrence,https://www.twitter.com/RepLawrence,,Democratic Party,TRUE,0.7930000000000000
547,Robert Vance Patrick,https://ballotpedia.org/Robert_Vance_Patrick,Michigan,14,https://www.twitter.com/RVancePatrick4C,,,Republican Party,FALSE,0.183
548,Clyde Shabazz,https://ballotpedia.org/Clyde_Shabazz,Michigan,14,,,,Green Party,FALSE,0.006
549,Lisa Lane Gioia,https://ballotpedia.org/Lisa_Lane_Gioia,Michigan,14,https://www.twitter.com/lisaforliberty,,,Libertarian Party,FALSE,0.011000000000000000
550,Philip Kolody,https://ballotpedia.org/Philip_Kolody,Michigan,14,,,,Working Class Party,FALSE,0.007000000000000000
551,Jim Hagedorn,https://ballotpedia.org/Jim_Hagedorn,Minnesota,1,https://www.twitter.com/JimHagedornMN,https://www.twitter.com/RepHagedorn,,Republican Party,TRUE,0.486
552,Dan Feehan,https://ballotpedia.org/Dan_Feehan,Minnesota,1,https://www.twitter.com/danielfeehan,,,Democratic Party,FALSE,0.455
553,Bill Rood,https://ballotpedia.org/Bill_Rood,Minnesota,1,https://www.twitter.com/Antirepublocrat,,,Grassroots-Legalize Cannabis Party of Minnesota,FALSE,0.058000000000000000
554,Angie Craig,https://ballotpedia.org/Angie_Craig,Minnesota,2,https://www.twitter.com/AngieCraigMN,https://www.twitter.com/RepAngieCraig,,Democratic Party,TRUE,0.48200000000000000
555,Tyler Kistner,https://ballotpedia.org/Tyler_Kistner,Minnesota,2,https://www.twitter.com/KistnerCongress,,https://www.twitter.com/tyler_kistner,Republican Party,FALSE,0.45900000000000000
556,Adam Weeks,https://ballotpedia.org/Adam_Weeks_(Minnesota),Minnesota,2,https://www.twitter.com/weeks2020,,,Legal Marijuana Now Party,FALSE,0.058000000000000000
557,Dean Phillips,https://ballotpedia.org/Dean_Phillips,Minnesota,3,https://www.twitter.com/deanbphillips,https://www.twitter.com/RepDeanPhillips,,Democratic Party,TRUE,0.556
558,Kendall Qualls,https://ballotpedia.org/Kendall_Qualls,Minnesota,3,https://www.twitter.com/KendallQuallsMN,,,Republican Party,FALSE,0.44300000000000000
559,Betty McCollum,https://ballotpedia.org/Betty_McCollum,Minnesota,4,https://www.twitter.com/VoteBetty,https://www.twitter.com/BettyMcCollum04,,Democratic Party,TRUE,0.632
560,Gene Rechtzigel,https://ballotpedia.org/Gene_Rechtzigel,Minnesota,4,,,,Republican Party,FALSE,0.29
561,Susan Pendergast Sindt,https://ballotpedia.org/Susan_Pendergast_Sindt,Minnesota,4,,,,Grassroots-Legalize Cannabis Party of Minnesota,FALSE,0.076
562,Ilhan Omar,https://ballotpedia.org/Ilhan_Omar,Minnesota,5,https://www.twitter.com/IlhanMN,https://www.twitter.com/Ilhan,,Democratic Party,TRUE,0.643
563,Lacy Johnson,https://ballotpedia.org/Lacy_Johnson_(Minnesota),Minnesota,5,https://www.twitter.com/LacyJohnsonMN,,,Republican Party,FALSE,0.258
564,Michael Moore,https://ballotpedia.org/Michael_Moore_(Minnesota_congressional_candidate),Minnesota,5,https://www.twitter.com/usrepmoore,,,Legal Marijuana Now Party,FALSE,0.095
565,Toya Woodland,https://ballotpedia.org/Toya_Woodland,Minnesota,5,https://www.twitter.com/ministertoya45,,,Green Party,FALSE,0.0
566,Ervan Katari Miller,https://ballotpedia.org/Ervan_Katari_Miller,Minnesota,5,,,,Republican Party,FALSE,0.0
567,Tom Emmer,https://ballotpedia.org/Tom_Emmer,Minnesota,6,https://www.twitter.com/tomemmer,https://www.twitter.com/RepTomEmmer,,Republican Party,TRUE,0.657
568,Tawnja Zahradka,https://ballotpedia.org/Tawnja_Zahradka,Minnesota,6,https://www.twitter.com/Tawnja4Congress,,,Democratic Party,FALSE,0.342
569,Collin Peterson,https://ballotpedia.org/Collin_Peterson,Minnesota,7,https://www.twitter.com/collincpeterson,,,Democratic Party,TRUE,0.39800000000000000
570,Michelle Fischbach,https://ballotpedia.org/Michelle_Fischbach,Minnesota,7,https://www.twitter.com/FischbachMN7,https://www.twitter.com/RepFischbach,,Republican Party,FALSE,0.534
571,Rae Hart Anderson,https://ballotpedia.org/Rae_Hart_Anderson,Minnesota,7,https://www.twitter.com/GodisHere2day4U,,,Grassroots-Legalize Cannabis Party of Minnesota,FALSE,0.018000000000000000
572,Slater Johnson,https://ballotpedia.org/Slater_Johnson,Minnesota,7,,,,Legal Marijuana Now Party,FALSE,0.049
573,Pete Stauber,https://ballotpedia.org/Pete_Stauber,Minnesota,8,https://www.twitter.com/PeteStauber,https://www.twitter.com/RepPeteStauber,,Republican Party,TRUE,0.568
574,Quinn Nystrom,https://ballotpedia.org/Quinn_Nystrom,Minnesota,8,https://www.twitter.com/QuinnNystrom,,,Democratic Party,FALSE,0.376
575,Judith Schwartzbacker,https://ballotpedia.org/Judith_Schwartzbacker,Minnesota,8,,,,Grassroots-Legalize Cannabis Party of Minnesota,FALSE,0.056000000000000000
576,John Evans,https://ballotpedia.org/John_Evans_(Minnesota),Minnesota,8,,,,Independent,FALSE,0.0
577,David Pipho,https://ballotpedia.org/David_Pipho,Minnesota,8,,,,Independent,FALSE,0.0
578,Trent Kelly,https://ballotpedia.org/Trent_Kelly,Mississippi,1,,https://www.twitter.com/reptrentkelly,,Republican Party,TRUE,0.687
579,Antonia Eliason,https://ballotpedia.org/Antonia_Eliason,Mississippi,1,https://www.twitter.com/Antonia4MS1,,https://www.twitter.com/AntoniaEliason,Democratic Party,FALSE,0.313
580,Bennie Thompson,https://ballotpedia.org/Bennie_Thompson,Mississippi,2,https://www.twitter.com/BGThompsonMS,https://www.twitter.com/BennieGThompson,,Democratic Party,TRUE,0.66
581,Brian Flowers,https://ballotpedia.org/Brian_Flowers,Mississippi,2,,,,Republican Party,FALSE,0.34
582,Michael Guest,https://ballotpedia.org/Michael_Guest,Mississippi,3,https://www.twitter.com/GuestCongress,https://www.twitter.com/RepMichaelGuest,,Republican Party,TRUE,0.647
583,Dorothy Benford,https://ballotpedia.org/Dorothy_Benford,Mississippi,3,,,,Democratic Party,FALSE,0.353
584,Steven Palazzo,https://ballotpedia.org/Steven_Palazzo,Mississippi,4,https://www.twitter.com/StevenPalazzo,https://www.twitter.com/CongPalazzo,,Republican Party,TRUE,1.0
585,Cori Bush,https://ballotpedia.org/Cori_Bush,Missouri,1,https://www.twitter.com/CoriBush,https://www.twitter.com/RepCori,,Democratic Party,FALSE,0.7880000000000000
586,Anthony Rogers,https://ballotpedia.org/Anthony_Rogers,Missouri,1,https://www.twitter.com/MrAnthonyRogers,,,Republican Party,FALSE,0.19
587,Alex Furman,https://ballotpedia.org/Alex_Furman,Missouri,1,https://www.twitter.com/alexforus,,https://www.twitter.com/ElvisAndHisMom,Libertarian Party,FALSE,0.021
588,Martin Baker,https://ballotpedia.org/Martin_Baker,Missouri,1,,,,Independent,FALSE,0.001
589,Ann Wagner,https://ballotpedia.org/Ann_Wagner,Missouri,2,https://www.twitter.com/AnnLWagner,https://www.twitter.com/RepAnnWagner,,Republican Party,TRUE,0.519
590,Jill Schupp,https://ballotpedia.org/Jill_Schupp,Missouri,2,https://www.twitter.com/JillSchupp,https://www.twitter.com/SenJillSchupp,,Democratic Party,FALSE,0.455
591,Martin Schulte,https://ballotpedia.org/Martin_Schulte,Missouri,2,https://www.twitter.com/mvschulte,,,Libertarian Party,FALSE,0.026000000000000000
592,Gina Bufe,https://ballotpedia.org/Gina_Bufe,Missouri,2,,,,Independent,FALSE,0.0
593,Blaine Luetkemeyer,https://ballotpedia.org/Blaine_Luetkemeyer,Missouri,3,https://www.twitter.com/luetkemeyerb,https://www.twitter.com/RepBlaine,,Republican Party,TRUE,0.6940000000000000
594,Megan Rezabek,https://ballotpedia.org/Megan_Rezabek,Missouri,3,,,,Democratic Party,FALSE,0.285
595,Leonard Steinman II,https://ballotpedia.org/Leonard_Steinman_II_(Missouri),Missouri,3,,,,Nonpartisan,FALSE,0.02
596,Thomas Clapp,https://ballotpedia.org/Thomas_Clapp,Missouri,3,,,,Independent,FALSE,0.0
597,Vicky Hartzler,https://ballotpedia.org/Vicky_Hartzler,Missouri,4,https://www.twitter.com/VickyH4Congress,https://www.twitter.com/rephartzler,,Republican Party,TRUE,0.6760000000000000
598,Lindsey Simmons,https://ballotpedia.org/Lindsey_Simmons,Missouri,4,https://www.twitter.com/LynzforCongress,,https://www.twitter.com/lynzsimmons,Democratic Party,FALSE,0.297
599,Steven Koonse,https://ballotpedia.org/Steven_Koonse,Missouri,4,,,,Libertarian Party,FALSE,0.027000000000000000
600,Emanuel Cleaver,https://ballotpedia.org/Emanuel_Cleaver,Missouri,5,https://www.twitter.com/Vote4Cleaver,https://www.twitter.com/repcleaver,,Democratic Party,TRUE,0.588
601,Ryan Derks,https://ballotpedia.org/Ryan_Derks,Missouri,5,https://www.twitter.com/thisisderks,,,Republican Party,FALSE,0.386
602,Robin Dominick,https://ballotpedia.org/Robin_Dominick,Missouri,5,https://www.twitter.com/RobinRD4MO,,,Libertarian Party,FALSE,0.026000000000000000
603,Antwain Winters,https://ballotpedia.org/Antwain_Winters,Missouri,5,https://www.twitter.com/forwinters,,,Green Party,FALSE,0.0
604,Billy Ballard,https://ballotpedia.org/Billy_Ballard,Missouri,5,,,,Independent,FALSE,0.0
605,Sam Graves,https://ballotpedia.org/Sam_Graves,Missouri,6,,https://www.twitter.com/RepSamGraves,,Republican Party,TRUE,0.6710000000000000
606,Gena Ross,https://ballotpedia.org/Gena_Ross,Missouri,6,https://www.twitter.com/DrGenaLRoss,,,Democratic Party,FALSE,0.308
607,Jim Higgins,https://ballotpedia.org/Jim_Higgins,Missouri,6,,,,Libertarian Party,FALSE,0.021
608,Billy Long,https://ballotpedia.org/Billy_Long,Missouri,7,https://www.twitter.com/auctnr1,https://www.twitter.com/USRepLong,https://www.twitter.com/auctnr1,Republican Party,TRUE,0.6890000000000000
609,Teresa Montseny,https://ballotpedia.org/Teresa_Montseny,Missouri,7,https://www.twitter.com/montsenyt,,,Democratic Party,FALSE,0.266
610,Kevin Craig,https://ballotpedia.org/Kevin_Craig_(Missouri),Missouri,7,,,,Libertarian Party,FALSE,0.042
611,Dennis Davis,https://ballotpedia.org/Dennis_Davis,Missouri,7,,,,Independent,FALSE,0.0
612,Audrey Richards,https://ballotpedia.org/Audrey_Richards,Missouri,7,https://www.twitter.com/WriteInAudrey,,,Independent,FALSE,0.003
613,Jason Smith,https://ballotpedia.org/Jason_Smith_(Missouri_representative),Missouri,8,https://www.twitter.com/JasonSmithMO,https://www.twitter.com/RepJasonSmith,,Republican Party,TRUE,0.769
614,Kathy Ellis,https://ballotpedia.org/Kathy_Ellis,Missouri,8,https://www.twitter.com/ellis4congress,,,Democratic Party,FALSE,0.214
615,Tom Schmitz,https://ballotpedia.org/Tom_Schmitz,Missouri,8,https://www.twitter.com/TomSchmitzEsq,,,Libertarian Party,FALSE,0.018000000000000000
616,Jeffrey Fortenberry,https://ballotpedia.org/Jeff_Fortenberry,Nebraska,1,https://www.twitter.com/supportfortNE,https://www.twitter.com/JeffFortenberry,,Republican Party,TRUE,0.595
617,Kate Bolz,https://ballotpedia.org/Kate_Bolz,Nebraska,1,https://www.twitter.com/katejbolz,,,Democratic Party,FALSE,0.377
618,Dennis Grace,https://ballotpedia.org/Dennis_Grace,Nebraska,1,https://www.twitter.com/thedennisgrace,,,Libertarian Party,FALSE,0.028000000000000000
619,Don Bacon,https://ballotpedia.org/Don_Bacon,Nebraska,2,https://www.twitter.com/DonJBacon,https://www.twitter.com/repdonbacon,,Republican Party,TRUE,0.508
620,Kara Eastman,https://ballotpedia.org/Kara_Eastman,Nebraska,2,https://www.twitter.com/karaforcongress,,,Prior offices,FALSE,0.462
621,Tyler Schaeffer,https://ballotpedia.org/Tyler_Schaeffer,Nebraska,2,,,,Libertarian Party,FALSE,0.03
622,Adrian Smith,https://ballotpedia.org/Adrian_Smith,Nebraska,3,,https://www.twitter.com/RepAdrianSmith,,Republican Party,TRUE,0.785
623,Mark Elworth Jr.,https://ballotpedia.org/Mark_Elworth,Nebraska,3,https://www.twitter.com/MarkElworthJr,,,Democratic Party,FALSE,0.177
624,Dustin Hobbs,https://ballotpedia.org/Dustin_Hobbs,Nebraska,3,,,,Libertarian Party,FALSE,0.038
625,Dina Titus,https://ballotpedia.org/Dina_Titus,Nevada,1,https://www.twitter.com/dinatitus,https://www.twitter.com/repdinatitus,,Democratic Party,TRUE,0.618
626,Joyce Bentley,https://ballotpedia.org/Joyce_Bentley,Nevada,1,https://www.twitter.com/JoyceBentleyCD1,,,Republican Party,FALSE,0.33400000000000000
627,Kamau Bakari,https://ballotpedia.org/Kamau_Bakari,Nevada,1,https://www.twitter.com/bakarikamau,,https://www.twitter.com/BakariKamau,Independent American Party,FALSE,0.028000000000000000
628,Robert Van Strawder,https://ballotpedia.org/Robert_Van_Strawder,Nevada,1,https://www.twitter.com/strawvegasdon,,,Libertarian Party,FALSE,0.021
629,Mark Amodei,https://ballotpedia.org/Mark_Amodei,Nevada,2,https://www.twitter.com/amodeifornevada,https://www.twitter.com/markamodeinv2,,Republican Party,TRUE,0.565
630,Patricia Ackerman,https://ballotpedia.org/Patricia_Ackerman,Nevada,2,https://www.twitter.com/PAckermanNV,,,Democratic Party,FALSE,0.40700000000000000
631,Janine Hansen,https://ballotpedia.org/Janine_Hansen,Nevada,2,,,,Independent American Party,FALSE,0.028000000000000000
632,Susie Lee,https://ballotpedia.org/Susie_Lee,Nevada,3,https://www.twitter.com/SusieLeeNV,https://www.twitter.com/RepSusieLee,,Democratic Party,TRUE,0.488
633,Daniel Rodimer,https://ballotpedia.org/Daniel_Rodimer,Nevada,3,https://www.twitter.com/DanRodimer,,,Republican Party,FALSE,0.45800000000000000
634,Edward Bridges II,https://ballotpedia.org/Edward_Bridges_II,Nevada,3,,,,Independent American Party,FALSE,0.025
635,Steven Brown,https://ballotpedia.org/Steven_Brown_(Nevada),Nevada,3,https://www.twitter.com/SBrownNV,,,Libertarian Party,FALSE,0.03
636,Steven Horsford,https://ballotpedia.org/Steven_Horsford,Nevada,4,https://www.twitter.com/StevenHorsford,https://www.twitter.com/RepHorsford,,Democratic Party,TRUE,0.507
637,Jim Marchant,https://ballotpedia.org/Jim_Marchant,Nevada,4,https://www.twitter.com/VoteJimMarchant,,,Republican Party,FALSE,0.45800000000000000
638,Barry Rubinson,https://ballotpedia.org/Barry_Rubinson,Nevada,4,,,,Independent American Party,FALSE,0.011000000000000000
639,Jonathan Royce Esteban,https://ballotpedia.org/Jonathan_Royce_Esteban,Nevada,4,https://www.twitter.com/vote4esteban,,,Libertarian Party,FALSE,0.024
640,Chris Pappas,https://ballotpedia.org/Chris_Pappas,New Hampshire,1,https://www.twitter.com/ChrisPappasNH,https://www.twitter.com/RepChrisPappas,,Democratic Party,TRUE,0.513
641,Matt Mowers,https://ballotpedia.org/Matt_Mowers,New Hampshire,1,https://www.twitter.com/mowers,,,Republican Party,FALSE,0.462
642,Zachary Dumont,https://ballotpedia.org/Zachary_Dumont,New Hampshire,1,https://www.twitter.com/ZacharySDumont,,,Libertarian Party,FALSE,0.024
643,Annie Kuster,https://ballotpedia.org/Annie_Kuster,New Hampshire,2,https://www.twitter.com/AnnMcLaneKuster,https://www.twitter.com/RepAnnieKuster,,Democratic Party,TRUE,0.539
644,Steve Negron,https://ballotpedia.org/Steve_Negron,New Hampshire,2,https://www.twitter.com/SteveNegronNH,,,Republican Party,FALSE,0.43700000000000000
645,Andrew Olding,https://ballotpedia.org/Andrew_Olding,New Hampshire,2,https://www.twitter.com/AndrewOlding,,,Libertarian Party,FALSE,0.024
646,Donald Norcross,https://ballotpedia.org/Donald_Norcross,New Jersey,1,https://www.twitter.com/DonNorcross4NJ,https://www.twitter.com/DonaldNorcross,,Democratic Party,TRUE,0.625
647,Claire Gustafson,https://ballotpedia.org/Claire_Gustafson,New Jersey,1,https://www.twitter.com/ClaireGForNJRep,,,Republican Party,FALSE,0.375
648,Jeff Van Drew,https://ballotpedia.org/Jeff_Van_Drew,New Jersey,2,https://www.twitter.com/VanDrewForNJ,,,Republican Party,TRUE,0.519
649,Amy Kennedy,https://ballotpedia.org/Amy_Kennedy,New Jersey,2,https://www.twitter.com/AmyKennedy715,,,Democratic Party,FALSE,0.462
650,Jenna Harvey,https://ballotpedia.org/Jenna_Harvey,New Jersey,2,https://www.twitter.com/JennaforSj,,,Justice Mercy Humility Party,FALSE,0.011000000000000000
651,Jesse Ehrnstrom,https://ballotpedia.org/Jesse_Ehrnstrom,New Jersey,2,https://www.twitter.com/jesse4congress,,,Libertarian Party,FALSE,0.008
652,Andrew Kim,https://ballotpedia.org/Andrew_Kim_(New_Jersey),New Jersey,3,https://www.twitter.com/AndyKimNJ,https://www.twitter.com/RepAndyKimNJ,,Democratic Party,TRUE,0.532
653,David Richter,https://ballotpedia.org/David_Richter_(New_Jersey),New Jersey,3,https://www.twitter.com/DavidRichterNJ,,,Republican Party,FALSE,0.455
654,Martin Weber,https://ballotpedia.org/Martin_Weber,New Jersey,3,,,,For the People Party,FALSE,0.009000000000000000
655,Robert Shapiro,https://ballotpedia.org/Robert_Shapiro,New Jersey,3,,,,Independent Constitution Party,FALSE,0.004
656,Chris Smith,https://ballotpedia.org/Chris_Smith_(New_Jersey),New Jersey,4,,,,Republican Party,TRUE,0.599
657,Stephanie Schmid,https://ballotpedia.org/Stephanie_Schmid,New Jersey,4,https://www.twitter.com/StephLSchmid,,https://www.twitter.com/slsnator,Democratic Party,FALSE,0.38300000000000000
658,Andrew Pachuta,https://ballotpedia.org/Andrew_Pachuta,New Jersey,4,https://www.twitter.com/AndrewPachuta,,,Common Sense Party,FALSE,0.005
659,Michael Rufo,https://ballotpedia.org/Michael_Rufo,New Jersey,4,https://www.twitter.com/rufo4congress,,,Libertarian Party,FALSE,0.006
660,Hank Schroeder,https://ballotpedia.org/Hank_Schroeder,New Jersey,4,https://www.twitter.com/hank_schroeder,,,Make Change Happen Party,FALSE,0.008
661,Josh Gottheimer,https://ballotpedia.org/Josh_Gottheimer,New Jersey,5,https://www.twitter.com/JoshGottheimer,https://www.twitter.com/RepJoshG,,Democratic Party,TRUE,0.532
662,Frank Pallotta,https://ballotpedia.org/Frank_Pallotta,New Jersey,5,https://www.twitter.com/FrankPallottaNJ,,https://www.twitter.com/FTPallotta,Republican Party,FALSE,0.456
663,Louis Vellucci,https://ballotpedia.org/Louis_Vellucci,New Jersey,5,,,https://www.twitter.com/louv55,American Values Party,FALSE,0.012
664,Frank Pallone,https://ballotpedia.org/Frank_Pallone,New Jersey,6,https://www.twitter.com/pallonefornj,https://www.twitter.com/frankpallone,,Democratic Party,TRUE,0.612
665,Christian Onuoha,https://ballotpedia.org/Christian_Onuoha,New Jersey,6,https://www.twitter.com/ChristianForNJ,,,Republican Party,FALSE,0.38800000000000000
666,Tom Malinowski,https://ballotpedia.org/Tom_Malinowski,New Jersey,7,https://www.twitter.com/Malinowski,https://www.twitter.com/RepMalinowski,,Democratic Party,TRUE,0.506
667,Thomas Kean Jr.,https://ballotpedia.org/Thomas_Kean_Jr.,New Jersey,7,https://www.twitter.com/KeanForCongress,https://www.twitter.com/tomkean,,Republican Party,FALSE,0.494
668,Albio Sires,https://ballotpedia.org/Albio_Sires,New Jersey,8,https://www.twitter.com/AlbioSiresNJ,https://www.twitter.com/RepSires,,Democratic Party,TRUE,0.74
669,Jason Mushnick,https://ballotpedia.org/Jason_Mushnick,New Jersey,8,,,https://www.twitter.com/jtmush,Republican Party,FALSE,0.24600000000000000
670,Dan Delaney,https://ballotpedia.org/Dan_Delaney,New Jersey,8,https://www.twitter.com/danforcongress,,,Libertarian Party,FALSE,0.014000000000000000
671,Bill Pascrell,https://ballotpedia.org/Bill_Pascrell,New Jersey,9,https://www.twitter.com/pascrellfornj,https://www.twitter.com/BillPascrell,,Democratic Party,TRUE,0.6580000000000000
672,Billy Prempeh,https://ballotpedia.org/Billy_Prempeh,New Jersey,9,https://www.twitter.com/BillyPrempeh,,,Republican Party,FALSE,0.319
673,Chris Auriemma,https://ballotpedia.org/Chris_Auriemma,New Jersey,9,https://www.twitter.com/chris_9th,,,Veteran For Change Party,FALSE,0.023
674,Donald Payne Jr.,https://ballotpedia.org/Donald_Payne_Jr.,New Jersey,10,,https://www.twitter.com/RepDonaldPayne,,Democratic Party,TRUE,0.833
675,Jennifer Zinone,https://ballotpedia.org/Jennifer_Zinone,New Jersey,10,https://www.twitter.com/JenZinone,,,Republican Party,FALSE,0.139
676,Khaliah Fitchette,https://ballotpedia.org/Khaliah_Fitchette,New Jersey,10,https://www.twitter.com/CongressKhaliah,,,Building Your Legacy Party,FALSE,0.012
677,John Mirrione,https://ballotpedia.org/John_Mirrione,New Jersey,10,https://www.twitter.com/JohnPMirrione,,,Libertarian Party,FALSE,0.004
678,Akil Khalfani,https://ballotpedia.org/Akil_Khalfani,New Jersey,10,https://www.twitter.com/DrK4Congress,,,Independent,FALSE,0.012
679,Mikie Sherrill,https://ballotpedia.org/Mikie_Sherrill,New Jersey,11,https://www.twitter.com/mikiesherrill,https://www.twitter.com/RepSherrill,,Democratic Party,TRUE,0.5330000000000000
680,Rosemary Becchi,https://ballotpedia.org/Rosemary_Becchi,New Jersey,11,https://www.twitter.com/Becchi4Congress,,,Republican Party,FALSE,0.467
681,Bonnie Watson Coleman,https://ballotpedia.org/Bonnie_Watson_Coleman,New Jersey,12,https://www.twitter.com/Bonnie4Congress,https://www.twitter.com/RepBonnie,,Democratic Party,TRUE,0.6560000000000000
682,Mark Razzoli,https://ballotpedia.org/Mark_Razzoli,New Jersey,12,,,,Republican Party,FALSE,0.326
683,Kenneth Cody,https://ballotpedia.org/Kenneth_Cody,New Jersey,12,https://www.twitter.com/Cody4CongressNJ,,,Truth Vision Hope Party,FALSE,0.005
684,Robert Edward Forchion Jr.,https://ballotpedia.org/Robert_Edward_Forchion_Jr.,New Jersey,12,,,https://www.twitter.com/NJWeedmansJoint,Independent,FALSE,0.013000000000000000
685,Debra Haaland,https://ballotpedia.org/Debra_Haaland,New Mexico,1,https://www.twitter.com/Deb4CongressNM,https://www.twitter.com/RepDebHaaland,,Democratic Party,TRUE,0.5820000000000000
686,Michelle Garcia Holmes,https://ballotpedia.org/Michelle_Garcia_Holmes,New Mexico,1,https://www.twitter.com/GarciaHolmes4NM,,,Republican Party,FALSE,0.418
687,Xochitl Torres Small,https://ballotpedia.org/Xochitl_Torres_Small,New Mexico,2,https://www.twitter.com/XochforCongress,,,Democratic Party,TRUE,0.46300000000000000
688,Yvette Herrell,https://ballotpedia.org/Yvette_Herrell,New Mexico,2,https://www.twitter.com/Yvette4congress,https://www.twitter.com/RepHerrell,,Republican Party,FALSE,0.537
689,Steve Jones,https://ballotpedia.org/Steve_Jones_(New_Mexico_congressional_candidate),New Mexico,2,https://www.twitter.com/SteveCongress,,,Independent,FALSE,0.0
690,Teresa Leger Fernandez,https://ballotpedia.org/Teresa_Leger_Fernandez,New Mexico,3,https://www.twitter.com/TeresaForNM,https://www.twitter.com/RepTeresaLF,,Democratic Party,FALSE,0.5870000000000000
691,Alexis Johnson,https://ballotpedia.org/Alexis_Johnson,New Mexico,3,https://www.twitter.com/alexisjohnsonnm,,,Republican Party,FALSE,0.413
692,Lee Zeldin,https://ballotpedia.org/Lee_Zeldin,New York,1,https://www.twitter.com/leezeldin,https://www.twitter.com/RepLeeZeldin,,Republican Party,TRUE,0.5590000000000000
693,Nancy Goroff,https://ballotpedia.org/Nancy_Goroff,New York,1,https://www.twitter.com/ngoroff,,,Democratic Party,FALSE,0.441
694,Jackie Gordon,https://ballotpedia.org/Jackie_Gordon,New York,2,https://www.twitter.com/VoteJackie4NY,,,Democratic Party,FALSE,0.46
695,Andrew Garbarino,https://ballotpedia.org/Andrew_Garbarino,New York,2,https://www.twitter.com/GarbarinoforNY,https://www.twitter.com/RepGarbarino,,Republican Party,FALSE,0.529
696,Harry Burger,https://ballotpedia.org/Harry_Burger,New York,2,https://www.twitter.com/HarryRBurger,,,Green Party,FALSE,0.01
697,Tom Suozzi,https://ballotpedia.org/Tom_Suozzi,New York,3,https://www.twitter.com/Tom_Suozzi,https://www.twitter.com/RepTomSuozzi,,Democratic Party,TRUE,0.5590000000000000
